engine,sample_id,audio_path,transcript,elapsed_seconds,real_time_factor,info,reference,wer,cer
faster_whisper,nl-0004,dataset_cache/nl/audio/nl-0004.mp3,Het gemeentehuis kan je vinden op de markt.,0.8141570091247559,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Het gemeentehuis kan je vinden op de markt.,0.0,0.0
faster_whisper_large,nl-0004,dataset_cache/nl/audio/nl-0004.mp3,Het gemeentehuis kan je vinden op de markt.,3.6829607486724854,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Het gemeentehuis kan je vinden op de markt.,0.0,0.0
whisper_cpp,nl-0004,dataset_cache/nl/audio/nl-0004.mp3,Het gemeentehuis kan je vinden op de markt.,1.5770187377929688,,"{'model': 'large-v1', 'language': 'nl'}",Het gemeentehuis kan je vinden op de markt.,0.0,0.0
mlx_whisper,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblesser.,0.48732519149780273,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.1111111111111111,0.02040816326530612
faster_whisper,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblusser.,0.9014601707458496,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.0,0.0
faster_whisper_large,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblusser.,3.9698679447174072,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.0,0.0
whisper_cpp,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblusser.,1.5691399574279785,,"{'model': 'large-v1', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.0,0.0
mlx_whisper,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mycroft is beter dan Alexa en Google.,0.4559202194213867,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.0,0.0
faster_whisper,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mijn grofd is beter dan Alexa en Google.,0.7870421409606934,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.2857142857142857,0.16216216216216217
faster_whisper_large,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mycroft is beter dan Alexa en Google.,3.4096767902374268,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.0,0.0
whisper_cpp,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mycroft is beter dan Alexa en Google.,1.5626330375671387,,"{'model': 'large-v1', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.0,0.0
mlx_whisper,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,0.4882931709289551,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.0,0.0
faster_whisper,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,0.7873489856719971,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.0,0.0
faster_whisper_large,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,3.535323143005371,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.0,0.0
whisper_cpp,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,1.5902073383331299,,"{'model': 'large-v1', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.0,0.0
mlx_whisper,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,0.4868948459625244,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
faster_whisper,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,0.8668041229248047,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
faster_whisper_large,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,4.004637241363525,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
whisper_cpp,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,1.5723199844360352,,"{'model': 'large-v1', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
mlx_whisper,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.4857211112976074,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.0,0.0
faster_whisper,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigde om de minister-president dit respect te tonen.,1.1521897315979004,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.07142857142857142,0.011764705882352941
faster_whisper_large,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,5.238399982452393,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.0,0.0
whisper_cpp,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,2.073256015777588,,"{'model': 'large-v1', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.0,0.0
