engine,model,sample_id,audio_path,transcript,elapsed_seconds,real_time_factor,info,rtf,reference,wer,cer
apple_dictation,nl-NL,nl-0005,.cache/datasets/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblusser,0.5527698993682861,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Om het vuur te doven gebruik je een brandblusser.,0.1111111111111111,0.02040816326530612
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0005,.cache/datasets/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblesser.,0.5192098617553711,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Om het vuur te doven gebruik je een brandblusser.,0.1111111111111111,0.02040816326530612
apple_dictation,nl-NL,nl-0006,.cache/datasets/nl/audio/nl-0006.mp3,Minecraft is beter dan Alexa en Google,0.37549400329589844,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Mycroft is beter dan Alexa en Google.,0.2857142857142857,0.13513513513513514
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0006,.cache/datasets/nl/audio/nl-0006.mp3,Mycroft is beter dan Alexa en Google.,0.5194988250732422,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Mycroft is beter dan Alexa en Google.,0.0,0.0
apple_dictation,nl-NL,nl-0007,.cache/datasets/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden,0.3308100700378418,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Maar er zijn ook veel goede voorbeelden.,0.14285714285714285,0.025
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0007,.cache/datasets/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,0.5557782649993896,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Maar er zijn ook veel goede voorbeelden.,0.0,0.0
apple_dictation,nl-NL,nl-0008,.cache/datasets/nl/audio/nl-0008.mp3,Ik wil mijn collega's bedanken voor de prettige samenwerking,0.3387868404388428,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Ik wil mijn collega's danken voor de prettige samenwerking.,0.2222222222222222,0.05084745762711865
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0008,.cache/datasets/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,0.5437319278717041,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
apple_dictation,nl-NL,nl-0009,.cache/datasets/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen,0.39309072494506836,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.07142857142857142,0.011764705882352941
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0009,.cache/datasets/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.5790870189666748,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.0,0.0
apple_dictation,nl-NL,nl-0010,.cache/datasets/nl/audio/nl-0010.mp3,Welke algemene argumenten ook aanvoer ik ben het niet met de commissaris eens,0.3903348445892334,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,"Welke algemene argumenten je ook aanvoert, ik ben het niet met de commissaris eens.",0.21428571428571427,0.07228915662650602
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0010,.cache/datasets/nl/audio/nl-0010.mp3,"Welke algemene argumenten je ook aanvoert, ik ben het niet met de commissaris eens.",0.5724060535430908,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,"Welke algemene argumenten je ook aanvoert, ik ben het niet met de commissaris eens.",0.0,0.0
apple_dictation,nl-NL,nl-0011,.cache/datasets/nl/audio/nl-0011.mp3,22 + 39 is 61,0.36333394050598145,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Tweeëntwintig plus negenendertig is eenenzestig.,0.8,0.875
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0011,.cache/datasets/nl/audio/nl-0011.mp3,22 plus 39 is 61.,0.5091731548309326,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Tweeëntwintig plus negenendertig is eenenzestig.,0.6,0.7708333333333334
apple_dictation,nl-NL,nl-0012,.cache/datasets/nl/audio/nl-0012.mp3,Geweldig dat was het beste optreden dat ik ooit gezien heb,0.33074307441711426,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,"Geweldig, dat was het beste optreden dat ik ooit gezien heb!",0.18181818181818182,0.03333333333333333
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0012,.cache/datasets/nl/audio/nl-0012.mp3,Geweldig! Dat was het beste optreden dat ik ooit gezien heb.,0.5450823307037354,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,"Geweldig, dat was het beste optreden dat ik ooit gezien heb!",0.2727272727272727,0.05
apple_dictation,nl-NL,nl-0013,.cache/datasets/nl/audio/nl-0013.mp3,We mogen geen genoegen nemen met de instrumenten die al jaren lang worden ingezet,0.3596060276031494,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,We mogen geen genoegen nemen met de instrumenten die al jarenlang worden ingezet.,0.23076923076923078,0.024691358024691357
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0013,.cache/datasets/nl/audio/nl-0013.mp3,We mogen geen genoegen nemen met de instrumenten die al jarenlang worden ingezet.,0.542870044708252,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,We mogen geen genoegen nemen met de instrumenten die al jarenlang worden ingezet.,0.0,0.0
apple_dictation,nl-NL,nl-0014,.cache/datasets/nl/audio/nl-0014.mp3,Wij hebben een begin gemaakt en andere delen van de wereld zijn gevolgd,0.3716459274291992,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Wij hebben een begin gemaakt en andere delen van de wereld zijn gevolgd.,0.07692307692307693,0.013888888888888888
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0014,.cache/datasets/nl/audio/nl-0014.mp3,Wij hebben een begin gemaakt en andere delen van de wereld zijn gevolgd.,0.5310578346252441,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Wij hebben een begin gemaakt en andere delen van de wereld zijn gevolgd.,0.0,0.0
apple_dictation,nl-NL,nl-0015,.cache/datasets/nl/audio/nl-0015.mp3,"Maar zelfs als dat waar zou zijn, zou het voorzorg beginsel moeten gelden",0.3485910892486572,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,"Maar zelfs als dat waar zou zijn, zou het voorzorgsbeginsel moeten gelden.",0.25,0.02702702702702703
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0015,.cache/datasets/nl/audio/nl-0015.mp3,"Maar zelfs als dat waar zou zijn, zou het voorzorgsbeginsel moeten gelden.",0.571922779083252,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,"Maar zelfs als dat waar zou zijn, zou het voorzorgsbeginsel moeten gelden.",0.0,0.0
apple_dictation,nl-NL,nl-0016,.cache/datasets/nl/audio/nl-0016.mp3,Het verkeersbord duidt duidelijk aan dat je hier niet mag parkeren,0.39443469047546387,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Het verkeersbord duidt duidelijk aan dat je hier niet mag parkeren.,0.09090909090909091,0.014925373134328358
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0016,.cache/datasets/nl/audio/nl-0016.mp3,Het verkeersbord duidt duidelijk aan dat je hier niet mag parkeren.,0.5960807800292969,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Het verkeersbord duidt duidelijk aan dat je hier niet mag parkeren.,0.0,0.0
apple_dictation,nl-NL,nl-0017,.cache/datasets/nl/audio/nl-0017.mp3,Veel eer zijn wij getuigen van een toename van de onderdrukking,0.3785121440887451,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Veeleer zijn wij getuige van een toename van de onderdrukking.,0.4,0.04838709677419355
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0017,.cache/datasets/nl/audio/nl-0017.mp3,Veel eer zijn wij getuigen van een toename van de onderdrukking.,0.5600779056549072,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Veeleer zijn wij getuige van een toename van de onderdrukking.,0.3,0.03225806451612903
apple_dictation,nl-NL,nl-0018,.cache/datasets/nl/audio/nl-0018.mp3,Ik denk dat ik verkouden word,0.3483259677886963,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Ik denk dat ik verkouden wordt.,0.16666666666666666,0.06451612903225806
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0018,.cache/datasets/nl/audio/nl-0018.mp3,Ik denk dat ik verkouden word.,0.543229341506958,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Ik denk dat ik verkouden wordt.,0.16666666666666666,0.03225806451612903
apple_dictation,nl-NL,nl-0019,.cache/datasets/nl/audio/nl-0019.mp3,Toch zien wij een aantal problemen met een nieuwe regels over openbaarheid,0.36897993087768555,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Toch zien wij een aantal problemen met de nieuwe regels over openbaarheid.,0.16666666666666666,0.04054054054054054
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0019,.cache/datasets/nl/audio/nl-0019.mp3,Toch zien wij een aantal problemen met de nieuwe regels over openbaarheid.,0.5618340969085693,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Toch zien wij een aantal problemen met de nieuwe regels over openbaarheid.,0.0,0.0
apple_dictation,nl-NL,nl-0020,.cache/datasets/nl/audio/nl-0020.mp3,Tenslotte de kwestie van de toezicht,0.32531189918518066,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,"Ten slotte, de kwestie van het toezicht.",0.5714285714285714,0.125
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0020,.cache/datasets/nl/audio/nl-0020.mp3,Ten slotte de kwestie van de toezicht.,0.5515201091766357,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,"Ten slotte, de kwestie van het toezicht.",0.2857142857142857,0.075
apple_dictation,nl-NL,nl-0021,.cache/datasets/nl/audio/nl-0021.mp3,32 ÷ 4 is acht,0.3277571201324463,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Tweeëndertig gedeeld door vier is acht.,0.8333333333333334,0.7435897435897436
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0021,.cache/datasets/nl/audio/nl-0021.mp3,32 gedeeld door 4 is 8.,0.5499417781829834,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Tweeëndertig gedeeld door vier is acht.,0.5,0.5128205128205128
apple_dictation,nl-NL,nl-0022,.cache/datasets/nl/audio/nl-0022.mp3,Maar wie zijn die klanten?,0.350740909576416,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Maar wie zijn die klanten?,0.0,0.0
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0022,.cache/datasets/nl/audio/nl-0022.mp3,Maar wie zijn die klanten?,0.5311119556427002,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Maar wie zijn die klanten?,0.0,0.0
apple_dictation,nl-NL,nl-0023,.cache/datasets/nl/audio/nl-0023.mp3,Ik voelde een schok in mijn elleboog toen ik de hoek van de tafel geraakte,0.365664005279541,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Ik voelde een schok in mijn elleboog toen ik de hoek van de tafel raakte.,0.06666666666666667,0.0410958904109589
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0023,.cache/datasets/nl/audio/nl-0023.mp3,Ik voelde een schok in mijn elleboog toen ik de hoek van de tafel raakte.,0.5513627529144287,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Ik voelde een schok in mijn elleboog toen ik de hoek van de tafel raakte.,0.0,0.0
apple_dictation,nl-NL,nl-0024,.cache/datasets/nl/audio/nl-0024.mp3,Zwijntje vakbond zorgde voor een blokkade,0.4320530891418457,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Zweedse vakbonden zorgden voor een blokkade.,0.6666666666666666,0.20454545454545456
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0024,.cache/datasets/nl/audio/nl-0024.mp3,Zweedse vakwonen zorgt ervoor een blokkade.,0.6180777549743652,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Zweedse vakbonden zorgden voor een blokkade.,0.5,0.13636363636363635
apple_dictation,nl-NL,nl-0025,.cache/datasets/nl/audio/nl-0025.mp3,Mijn concentratie is meestal erg laag rond vier uur,0.391387939453125,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Mijn concentratie is meestal erg laag rond vier uur.,0.1111111111111111,0.019230769230769232
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0025,.cache/datasets/nl/audio/nl-0025.mp3,Mijn concentratie is meestal erg laag rond 4 uur.,0.5883660316467285,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Mijn concentratie is meestal erg laag rond vier uur.,0.1111111111111111,0.07692307692307693
apple_dictation,nl-NL,nl-0026,.cache/datasets/nl/audio/nl-0026.mp3,Ten tweede wou ik graag weten hoeveel huur er betaald wordt voor dit gebouw,0.3640320301055908,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Ten tweede wou ik graag weten hoeveel huur er betaald wordt voor dit gebouw.,0.07142857142857142,0.013157894736842105
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0026,.cache/datasets/nl/audio/nl-0026.mp3,Ten tweede wou ik graag weten hoeveel huur er betaald wordt voor dit gebouw.,0.5546109676361084,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Ten tweede wou ik graag weten hoeveel huur er betaald wordt voor dit gebouw.,0.0,0.0
apple_dictation,nl-NL,nl-0027,.cache/datasets/nl/audio/nl-0027.mp3,Het mag geen verbazing wekken dat zijn gezondheid hieronder geleden heeft,0.34372591972351074,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Het mag geen verbazing wekken dat zijn gezondheid hieronder geleden heeft.,0.09090909090909091,0.013513513513513514
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0027,.cache/datasets/nl/audio/nl-0027.mp3,Het mag geen verbazing wekken dat zijn gezondheid hieronder geleden heeft.,0.5582108497619629,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Het mag geen verbazing wekken dat zijn gezondheid hieronder geleden heeft.,0.0,0.0
apple_dictation,nl-NL,nl-0028,.cache/datasets/nl/audio/nl-0028.mp3,Op een croque-monsieur moet je ketchup smeren,0.3455648422241211,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Op een croque monsieur moet je ketchup smeren.,0.375,0.043478260869565216
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0028,.cache/datasets/nl/audio/nl-0028.mp3,Op een croque-marcheux moet je ketchup smeren.,0.547004222869873,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Op een croque monsieur moet je ketchup smeren.,0.25,0.13043478260869565
apple_dictation,nl-NL,nl-0029,.cache/datasets/nl/audio/nl-0029.mp3,De schuifdeur zit geblokkeerd en gaat niet meer dicht,0.3367180824279785,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,De schuifdeur zit geblokkeerd en gaat niet meer dicht.,0.1111111111111111,0.018518518518518517
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0029,.cache/datasets/nl/audio/nl-0029.mp3,De schuifdeur zit geblokkeerd en gaat niet meer dicht.,0.561229944229126,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,De schuifdeur zit geblokkeerd en gaat niet meer dicht.,0.0,0.0
apple_dictation,nl-NL,nl-0030,.cache/datasets/nl/audio/nl-0030.mp3,Dat is gewoon niet meer van deze tijd,0.34651899337768555,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Dat is gewoon niet meer van deze tijd.,0.125,0.02631578947368421
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0030,.cache/datasets/nl/audio/nl-0030.mp3,Dat is gewoon niet meer van deze tijd.,0.5088870525360107,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Dat is gewoon niet meer van deze tijd.,0.0,0.0
apple_dictation,nl-NL,nl-0031,.cache/datasets/nl/audio/nl-0031.mp3,De criticus kon zelf niet goed met kritiek om gaan,0.40784311294555664,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,De criticus kon zelf niet goed met kritiek omgaan.,0.2222222222222222,0.04
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0031,.cache/datasets/nl/audio/nl-0031.mp3,De criticus kon zelf niet goed met kritiek omgaan.,0.5298521518707275,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,De criticus kon zelf niet goed met kritiek omgaan.,0.0,0.0
apple_dictation,nl-NL,nl-0032,.cache/datasets/nl/audio/nl-0032.mp3,"Het gaat niet om aanpassingen aan de klimaatverandering, maar op preventieve acties",0.369945764541626,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,"Het gaat niet om aanpassingen aan de klimaatverandering, maar om preventieve acties.",0.16666666666666666,0.023809523809523808
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0032,.cache/datasets/nl/audio/nl-0032.mp3,"Het gaat niet om aanpassingen aan de klimaatverandering, maar om preventieve acties.",0.555919885635376,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,"Het gaat niet om aanpassingen aan de klimaatverandering, maar om preventieve acties.",0.0,0.0
apple_dictation,nl-NL,nl-0033,.cache/datasets/nl/audio/nl-0033.mp3,Sinterklaas is een klassiek feest dat kinderen leuk vinden,0.36117005348205566,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Sinterklaas is een klassiek feest dat kinderen leuk vinden.,0.1111111111111111,0.01694915254237288
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0033,.cache/datasets/nl/audio/nl-0033.mp3,Sinterklaas is een klassiek feest dat kinderen leuk vinden.,0.5497310161590576,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Sinterklaas is een klassiek feest dat kinderen leuk vinden.,0.0,0.0
apple_dictation,nl-NL,nl-0034,.cache/datasets/nl/audio/nl-0034.mp3,We hebben beloofd om ons aan de afspraken te houden,0.3325319290161133,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,We hebben beloofd om ons aan de afspraken te houden.,0.1,0.019230769230769232
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0034,.cache/datasets/nl/audio/nl-0034.mp3,We hebben beloofd om ons aan de afspraken te houden.,0.5410008430480957,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,We hebben beloofd om ons aan de afspraken te houden.,0.0,0.0
apple_dictation,nl-NL,nl-0035,.cache/datasets/nl/audio/nl-0035.mp3,Dit voorstel brengt werkelijke enorme economische kansen met zich mee,0.3582267761230469,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Dit voorstel brengt werkelijk enorme economische kansen met zich mee.,0.2,0.028985507246376812
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0035,.cache/datasets/nl/audio/nl-0035.mp3,Dit voorstel brengt werkelijke enorme economische kansen met zich mee.,0.546525239944458,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Dit voorstel brengt werkelijk enorme economische kansen met zich mee.,0.1,0.014492753623188406
apple_dictation,nl-NL,nl-0036,.cache/datasets/nl/audio/nl-0036.mp3,Ga je wel eens kamperen met een tent?,0.3392009735107422,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Ga je wel eens kamperen met een tent?,0.0,0.0
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0036,.cache/datasets/nl/audio/nl-0036.mp3,Ga je wel eens kamperen met een tent?,0.5341451168060303,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Ga je wel eens kamperen met een tent?,0.0,0.0
apple_dictation,nl-NL,nl-0037,.cache/datasets/nl/audio/nl-0037.mp3,"Ik denk niet dat dit een kwestie van bureaucratie is, maar van democratie",0.35169315338134766,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,"Ik denk niet dat dit een kwestie van bureaucratie is, maar van democratie.",0.07692307692307693,0.013513513513513514
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0037,.cache/datasets/nl/audio/nl-0037.mp3,"Ik denk niet dat dit een kwestie van bureaucratie is, maar van democratie.",0.5468358993530273,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,"Ik denk niet dat dit een kwestie van bureaucratie is, maar van democratie.",0.0,0.0
apple_dictation,nl-NL,nl-0038,.cache/datasets/nl/audio/nl-0038.mp3,We moeten het subsidiariteitsbeginsel eerbiedigen,0.3510620594024658,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Wij moeten het subsidiariteitsbeginsel eerbiedigen.,0.4,0.058823529411764705
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0038,.cache/datasets/nl/audio/nl-0038.mp3,We moeten het subsidiaire tijdsbeginsel erbiedigen.,0.5509068965911865,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Wij moeten het subsidiariteitsbeginsel eerbiedigen.,0.8,0.17647058823529413
apple_dictation,nl-NL,nl-0039,.cache/datasets/nl/audio/nl-0039.mp3,Opmeting zou het ontwikkelen van nieuwe computerprogramma's onmogelijk maken,0.4272000789642334,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Opheffing zou het ontwikkelen van nieuwe computerprogramma’s onmogelijk maken.,0.3333333333333333,0.0641025641025641
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0039,.cache/datasets/nl/audio/nl-0039.mp3,Opheffing zou het ontwikkelen van nieuwe computerprogramma's onmogelijk maken.,0.5491371154785156,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Opheffing zou het ontwikkelen van nieuwe computerprogramma’s onmogelijk maken.,0.1111111111111111,0.01282051282051282
apple_dictation,nl-NL,nl-0040,.cache/datasets/nl/audio/nl-0040.mp3,Daar moeten we de ontwerpresolutie over recente aanvallen op christelijke gemeenschappen steunen,0.37689995765686035,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Daarom moeten we de ontwerpresolutie over recente aanvallen op christelijke gemeenschappen steunen.,0.16666666666666666,0.030303030303030304
mlx_whisper,mlx-community/whisper-large-v3-turbo,nl-0040,.cache/datasets/nl/audio/nl-0040.mp3,Daarom moeten we de ontwerpresolutie over recente aanvallen op christelijke gemeenschappen steunen.,0.5660390853881836,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",,Daarom moeten we de ontwerpresolutie over recente aanvallen op christelijke gemeenschappen steunen.,0.0,0.0
apple_dictation,nl-NL,nl-0041,.cache/datasets/nl/audio/nl-0041.mp3,Voetbal is het grote geld,0.33888888359069824,,"{'model': 'nl-NL', 'language': 'nl', 'locale': 'nl-NL'}",,Voetbal is het grote geld.,0.2,0.038461538461538464
