engine,sample_id,audio_path,transcript,elapsed_seconds,real_time_factor,info,reference,wer,cer
faster_whisper_large,nl-0002,dataset_cache/nl/audio/nl-0002.mp3,Ik heb er geen enkel bezwaar tegen dat wij ons daarover samen blijven bezinnen.,4.680933952331543,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Ik heb er geen enkel bezwaar tegen dat wij ons daarover samen blijven bezinnen.,0.0,0.0
whisper_cpp,nl-0002,dataset_cache/nl/audio/nl-0002.mp3,Ik heb er geen enkel beswaart tegen dat wij ons daar wel voor samen blijven bezinnen.,0.5646252632141113,,"{'model': 'tiny', 'language': 'nl'}",Ik heb er geen enkel bezwaar tegen dat wij ons daarover samen blijven bezinnen.,0.2857142857142857,0.11392405063291139
mlx_whisper,nl-0003,dataset_cache/nl/audio/nl-0003.mp3,Het was mooi om te zien dat ze elkaar na al die jaren nog even graag zagen.,0.5096230506896973,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Het was mooi om te zien dat ze elkaar na al die jaren nog even graag zagen.,0.0,0.0
faster_whisper,nl-0003,dataset_cache/nl/audio/nl-0003.mp3,Het was mooi om te zien dat ze elkaar na al die jaren nog even graag zagen.,1.0610077381134033,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Het was mooi om te zien dat ze elkaar na al die jaren nog even graag zagen.,0.0,0.0
faster_whisper_large,nl-0003,dataset_cache/nl/audio/nl-0003.mp3,Het was mooi om te zien dat ze elkaar na al die jaren nog even graag zagen.,4.766144037246704,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Het was mooi om te zien dat ze elkaar na al die jaren nog even graag zagen.,0.0,0.0
whisper_cpp,nl-0003,dataset_cache/nl/audio/nl-0003.mp3,Het was mooi om te zien dat ze elkaar naar al die jaren nog even graag zagen.,0.5652132034301758,,"{'model': 'tiny', 'language': 'nl'}",Het was mooi om te zien dat ze elkaar na al die jaren nog even graag zagen.,0.058823529411764705,0.02666666666666667
mlx_whisper,nl-0004,dataset_cache/nl/audio/nl-0004.mp3,Het gemeentehuis kan je vinden op de markt.,0.5016059875488281,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Het gemeentehuis kan je vinden op de markt.,0.0,0.0
faster_whisper,nl-0004,dataset_cache/nl/audio/nl-0004.mp3,Het gemeentehuis kan je vinden op de markt.,0.8383259773254395,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Het gemeentehuis kan je vinden op de markt.,0.0,0.0
faster_whisper_large,nl-0004,dataset_cache/nl/audio/nl-0004.mp3,Het gemeentehuis kan je vinden op de markt.,3.7391786575317383,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Het gemeentehuis kan je vinden op de markt.,0.0,0.0
whisper_cpp,nl-0004,dataset_cache/nl/audio/nl-0004.mp3,Het gemeente huis kan je vinden op de markt.,0.5650711059570312,,"{'model': 'tiny', 'language': 'nl'}",Het gemeentehuis kan je vinden op de markt.,0.25,0.023255813953488372
mlx_whisper,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblesser.,0.4961988925933838,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.1111111111111111,0.02040816326530612
faster_whisper,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblusser.,0.9180879592895508,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.0,0.0
faster_whisper_large,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuur te doven gebruik je een brandblusser.,3.9543607234954834,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.0,0.0
whisper_cpp,nl-0005,dataset_cache/nl/audio/nl-0005.mp3,Om het vuiten doover gebruik je een brand blesser.,0.567133903503418,,"{'model': 'tiny', 'language': 'nl'}",Om het vuur te doven gebruik je een brandblusser.,0.5555555555555556,0.16326530612244897
mlx_whisper,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mycroft is beter dan Alexa en Google.,0.48638272285461426,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.0,0.0
faster_whisper,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mijn grofd is beter dan Alexa en Google.,0.8062851428985596,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.2857142857142857,0.16216216216216217
faster_whisper_large,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mycroft is beter dan Alexa en Google.,3.5149471759796143,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.0,0.0
whisper_cpp,nl-0006,dataset_cache/nl/audio/nl-0006.mp3,Mijcroft is beter dan een lekscha in Google.,0.5622012615203857,,"{'model': 'tiny', 'language': 'nl'}",Mycroft is beter dan Alexa en Google.,0.5714285714285714,0.2972972972972973
mlx_whisper,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,0.49583888053894043,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.0,0.0
faster_whisper,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,0.8118720054626465,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.0,0.0
faster_whisper_large,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbeelden.,3.6172869205474854,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.0,0.0
whisper_cpp,nl-0007,dataset_cache/nl/audio/nl-0007.mp3,Maar er zijn ook veel goede voorbillen.,0.5605130195617676,,"{'model': 'tiny', 'language': 'nl'}",Maar er zijn ook veel goede voorbeelden.,0.14285714285714285,0.075
mlx_whisper,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,0.4989309310913086,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
faster_whisper,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,0.9237468242645264,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
faster_whisper_large,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's danken voor de prettige samenwerking.,4.049161911010742,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.0,0.0
whisper_cpp,nl-0008,dataset_cache/nl/audio/nl-0008.mp3,Ik wil mijn collega's dankel voor de petigeraal maar werking.,0.5644268989562988,,"{'model': 'tiny', 'language': 'nl'}",Ik wil mijn collega's danken voor de prettige samenwerking.,0.4444444444444444,0.1864406779661017
mlx_whisper,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.5184659957885742,,"{'model': 'mlx-community/whisper-large-v3-turbo', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.0,0.0
faster_whisper,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigde om de minister-president dit respect te tonen.,1.204096794128418,,"{'model': 'guillaumekln/faster-whisper-small', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.07142857142857142,0.011764705882352941
faster_whisper_large,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,5.580535888671875,,"{'model': 'guillaumekln/faster-whisper-large-v2', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.0,0.0
whisper_cpp,nl-0009,dataset_cache/nl/audio/nl-0009.mp3,Ik doe een baroep op de afgevaardigden om de minister president weer respect te tonen.,0.5635900497436523,,"{'model': 'tiny', 'language': 'nl'}",Ik doe een beroep op de afgevaardigden om de minister-president dit respect te tonen.,0.2857142857142857,0.07058823529411765
